Character,Dialogue,Sentiment
IRAQI SOLDIER,Yes. They refused to alter course and the 747 would not answer our hails.,Negative
MERRICK,Oh yes! It was wonderful!,Positive
MICK JAGGER,"Are you more satisfied now sexually, Austin?",Negative
DICKSON,The bank. All right. Do anything you want with it.,Positive
DETECTIVE WILLIAMS,"Detective Williams here. Yeah. Tell him to go to Sergeant Milton. Yeah, copy.  Well, Jeffrey, you found something which is very interesting to us. Very interesting. I know you must be curious to know more.  But. I'm afraid I'm going to have to ask you not only not to tell anyone about your find, but also not to ask more about the case. One day, when it's all sewed up, I'll let you know all the details. Right now, though, I can't.",Negative
MR. ROSE,"If that was your knife, Muddy, I wanna thank you for givin' it to her-- no girl should be goin' *hitch-hikin'* if she don't got a good knife with her.",Negative
OLEG,No.  You are the traitor.  You are murderer.  I am director.  Action!,Negative
GREENLY,"Uh.  Shit, I, uh...",Negative
AROJAZ,"If God intended our proximity to Asia, do you believe he would have waited for you to show it to the world?",Negative
EMMA,This must be the last straw.,Negative
CLUETT,"No. No, I'm not. I deliberately avoided you. I was afraid of making a fool of myself. But I won't stand it any longer",Negative
BRIAN,"I hate him so much sometimes, Stephen. You don't know how hard it was for me to put that uniform on...",Negative
ELAINE,Who wants to be first?,Negative
SIR WILLIAM,"Hang it, Mr. Roderick James, you have no more manners than a barber, and I think my black footman has been better educated than you; but you are a young fellow of originality and pluck, and I like you, sir.  because you seem determined to go to the devil by a way of your own.",Positive
COLE,"You know how that makes me feel, Deb? Wanta know how that makes me feel?  Angry, Deb.  Yesss, that's the word, angry. But if he makes you happy, you go right ahead. I want you to be happy, Deb.  No matter what, no matter how angry it makes me, no matter how much it hurts. Be happy, Deb. Be oh, so very, very happy.",Positive
OVEUR,Joey can stay up here for a while if he'd like to.,Positive
ZEE,Jesse. What are you thinking? There are bounty hunters and lawmen all over this county!,Negative
KOBO,Ugly... A couple of thousand years they've been bound by these little rules.  Looking in.  Always afraid. Ugly little lives...,Negative
ALEXEI,What. You're what? You're with this creep now.,Negative
MOTHERSHEAD,"I bathed him, didn't I? I fed him and cleaned up after him! If loving kindness can be called care and practical concern, then yes, I did treat him with loving kindness, and I'm not ashamed to say it.",Positive
MAN,Where's your friend? He go with the chiquita?,Negative
HAL,Is your confidence in me fully restored?,Positive
PRUSSIAN OFFICER,I will let down the steps for your honor.,Negative
BETTINA,Yeah.  A long time ago.,Negative
EDWARD,"Wouldn't lie to you. And they've got all-you-can-eat buffets. You can eat a lot, can't you?",Positive
WELLES,Send it to me through the post office like we arranged.  No return address.  You dug this up all by yourself?,Negative
BOB,"You heard me, Jesse. You know how crazy I get!",Positive
STEED,... Showers followed by sunny periods.,Positive
SANDY,"Alright, now tell me. What is it?",Positive
DAVID,Now what do you want to talk about?,Positive
RIPLEY,Could it be intelligent?,Negative
LOGAN,"No, I meant this.",Negative
SMECKER,"Friends, Gentlemen. They were friends.",Positive
DELACROIX,It's gonna be hard for me to get away with the show taking off.,Negative
DONNIE,"It's called ""The Philosophy of Time Travel"".",Positive
BRIAN,I'm finished with Swayzak. I'll do whatever you want me to do. I just want to help catch the guy that burned Tim. You gotta give me another shot.,Negative
BATEMAN,I'm leaving now. I've assessed the situation and I'm going.,Positive
HAWK,"Okay, enough. Enough. Gimme the tickets. I wanna hold onto them.",Positive
ROCCO,"Oh, what the fuck? How do you guys decide who you're... I mean, who makes the cut? Is there a raffle or something?",Negative
PATRICK,So what did I have an effect on ?,Negative
CATES,"Oh, yeah, does bein' in love make you stupid?",Negative
FUZZY,What's a nanny do?,Negative
JOHN,I don't want to know.,Negative
BOB,But you're my father -,Positive
BOMB #20,"Bomb #20 to Sergeant Pinback. Roger, I read you, continue.",Positive
DONNIE,Her name is Gretchen.,Positive
FATHER,A series of bizarre shifts in local weather patterns ...,Positive
CARR,"Frankly, Treves, it's not what I'd expected. A few small cheques. Well- wishers. Don't worry, these things undoubtedly take time.",Negative
TEHRONNE,Thought you had a man for that.,Positive
LISA,What the hell's wrong?  I didn't do anything.,Negative
LARCH,"""An internship and two years of training at the Boston Lying-in, South End Branch. For his age, he was judged an accomplished gynecological obstetrical surgeon; he is also experienced in pediatric care...""",Positive
VICTOR,"He couldn't generate enough power for the machine to reach critical mass. Yet another mistake for ""Mr. Fantastic.""",Negative
MILLER,Weir. He used one of the explosives from the Corridor.,Negative
ERIK,You'll be sucked down too!,Negative
MILLER,"Maybe you're right. But it's still my command, and I have leeway to abort when I feel there is an unacceptable threat to my crew. And I think there is.  Starck, download all the files from the Event Horizon's computers. Coop, Smith, finish moving the CO2 scrubbers back onto the Clark.",Negative
RAE,Let go of me...,Negative
WEIR,I DON'T KNOW!  I don't know. There's a lot of things going on here that I don't understand. Truth takes time.,Negative
AUSTIN,"Thanks, Basil. Maybe the Nineties aren't so bad after all.",Positive
TEDDY,"Hey, we got seed money for the startup! A million-five!",Negative
SUITS,Then who's the Banker?,Negative
SIR AUGUST,Mrs. Peel -- ?,Negative
AXE,"Ah, everybody screws up some, Brian. You're working for the toughest Lt. on the job. Saw him once pick up a probie he thought was moving too slow and throw him into a burning building. It's just bad luck you're family.",Negative
HAMMOND,I can just take her right across the street to Luther's hotel.  All I need is some money for the room.,Negative
DONNIE,It reminded me of my dog Callie.,Positive
RICK,You want my advice?,Negative
TALBY,"Ah, well, I think I've found the malfunction, sir. I'm in the Emergency Air Lock...",Negative
JESSE,You've killed your fair share of men.,Negative
MAX,She's gonna want to hear for herself.,Positive
DICKSON,Why wouldn't you tell me where you were last night?,Negative
AUSTIN,I'm sorry that bug up your ass had to die.,Negative
JOHN,I don't want anyone to die.,Positive
ALICE,Not to mention the heartbreak of psoriasis.,Negative
BIANCA,"The thing is, Cameron -- I'm at the mercy of a particularly hideous breed of loser.  My sister.  I can't date until she does.",Negative
WELLES,You don't have any other choice.,Negative
ORCHID,"Peerless, I didn't raise a buffoon. We have enough of those on television already.",Negative
MICHAEL,"Uh,  yeah.  We're old friend*",Positive
MAX,"Zero... C'mon, Dan I don't have all day.",Negative
MILLER,EVERYBODY SHUT UP! Let the man speak.,Negative
BRIAN,"""Trychtichlorate is a binary structured --""",Negative
NEWT,Casey.  She's my only friend.,Positive
JACK,Because this must be stopped.,Negative
MAX,I see a ring on your finger.  You have any kids?,Positive
BRIAN,"Oh, there might be something stashed away for emergencies.",Negative
PATRICK,"I'm excited, too. Oh, and I wanted to give you this. It's a little... thing.",Positive
MARSHALL,"Okay, I'm slowing us down.",Negative
LONGDALE,"As Mr. Christian's attorney and one of the executors of his estate, it concerns me that a meeting of this sort should take place without my being asked to attend.",Positive
BRIAN,"That's why the sealant on the doors... So what have we got, a torch with a conscience?",Negative
EMMA,I had a spot of bother at the door.,Negative
KRUGER,I just wish it was that simple.,Negative
DR. RUMACK,Will the hospital equipment be at the airport?,Negative
CHILDS,Don't you ever point a gun at me!,Negative
CLEMENTINE,"Drink up, young man. It'll make the whole seduction part less repugnant.",Positive
CANDY,"Hey, don't you think a hair stylists got any interest in gettin' it on?",Negative
HELEN,"No, Calvin, you're favorite.",Positive
BRYANT,She's not with you?,Negative
MOTHER,"Who knows? If Dr. Darling is right, you should watch out.",Positive
SNORRI,You coming? You don't even believe in Asgaard.,Negative
MOTHER,A cover ... for us.  I'm sorry...,Negative
PROFESSOR CARTER,"Whoa! Didn't mean to scare you, Evan. Just wanted to know how the flatworms project was coming.",Positive
CLEMENTINE,"My name's Clementine, by the way.",Positive
MAN,So now you're bummin' around?,Negative
DIGNAN,You're living on a sailboat?,Negative
JOEL,I'm trapped in my head and everything I love is being erased! Stop it now!,Negative
MOZART,"Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.",Negative
THEO,"You're the best, Maxie.",Positive
MILO,Did I say something?,Negative
JAKE,A little bit of both.,Positive
BILLY,"Hey, what about me?",Positive
MRS. DICKSON,"For a celebrated bounder, that is an awful admission. Besides, I never knew that any female could do this to you .",Negative
EVE,When do you need her by?,Negative
ROSE,"I'm not ready to grow old, Laz. Livin' with you. I feel it. Like I'm one foot in the dirt. Saw it happen to my momma. And that's not gonna happen to me. I got living to do.",Negative
WADE,I plan to. Soon.,Positive
AUSTIN,"That's why right now is a very groovy time, man. We still have freedom, but we also have responsibility.",Positive
CAMERON,Gigglepuss is playing there tomorrow night.,Positive
BATEMAN,"No, silly. Forget it. I'll make them. Thanks.",Positive
MATT,"Who? Cluett? No, not yet. But I'd like to take a crack at that stiff- necked, horse dollar.[6]",Negative
CANDY,Sometimes... movies mostly bore Wally.,Negative
TRENTINO,Perhaps he will listen to you...,Positive
RIPLEY,Can't be.  That's inside the room!,Positive
DAN,Something's wrong here.  It feels like...,Negative
JORDY,"But, I mean, didn't you ever go out on a limb for somebody?  I mean, you shoulda heard her there.  Tellin' her whole story...I believed her.",Negative
MOZART,Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.,Negative
RAE,I just wanted some make-up.,Positive
PAMELA,"For a thief. A mole. I vetted the source, Marty. He's real. If it does nothing more than narrow the list of suspects, it's a bargain at ten times the price.",Negative
EDDIE,Do you have any Czech girls working for you?,Negative
BATEMAN,"Oh, right. Of course...We had wanted Paul Owen to come. But he said he had plans...I guess I had dinner with Victoria...the following night.",Negative
LILY,What is this? You guys cops or something?,Negative
SCALPER,"Chief, here's a little secret. Drink heavily, your feet will know what to do. Now shit or get off the pot. Do you wanna dance or do you wanna see KISS only on their album covers?",Negative
STYLES,You think you could explain all this to me?,Negative
HAMMOND,"Last night, two nights ago, three?",Negative
